Year,Field,Company,Hybrid,Yield,Moisture,Erect,DoP,DoH,RM,Stand,PPA,IncRate&Exp/Reg
1998,Urbana,Kruger,9513RR,206,15.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Kruger,9614A,208,16.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Kruger,EX814BT,187,18.1,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Kruger,EX816,198,20.3,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Lewis,4137,194,17.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Lewis,4466,194,16.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Lewis,5446,183,17.3,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Lewis,5584,200,17.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,LG Seeds,2530,183,15.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,LG Seeds,2579,201,15.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,LG Seeds,2616,209,17.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Merschman,M-5110,202,15.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Merschman,M-5113,213,15.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Merschman,M-6114,205,19.2,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Merschman,M-7114,176,17.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Midwest,G7689,174,16.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Midwest,G7711,208,16.3,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Midwest,G8452,204,18.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pfister,2550,187,17.3,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pfister,2650,195,16.2,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pfister,2680,204,15.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pfister,3049,205,17.7,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pioneer,33A14(BT),200,17.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pioneer,33Y09(BT),204,18,99,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pioneer,34R07(BT),195,16.6,98,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pioneer,"34T14(BT,LL)",181,15.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pocklington,3481,187,15.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pocklington,3871,203,16,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pocklington,4871,198,16.1,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pocklington,4981,192,17.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pocklington,5071,207,16.3,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Pocklington,5371,214,17.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Premium,P224,184,14.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Premium,P228,195,15.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Premium,P234,196,18,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Premium,P238,186,15.6,99,23-Apr,28-Sep,NaN,,,
1998,Urbana,Premium,P267A,198,18.1,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Premium,P280,182,16.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Roeschley,351,207,16.2,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Roeschley,452,192,14.7,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Roeschley,454,198,15.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Roeschley,855,199,18,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Schultz,9808,194,16.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Schultz,9813,200,20,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Southern Cross,2110,208,16,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Southern Cross,3100,169,20.3,98,23-Apr,28-Sep,NaN,,,
1998,Urbana,Stone,EX08B1,176,18.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Stone,EX10R1,171,18.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Stone,EX14H9,186,19.7,99,23-Apr,28-Sep,NaN,,,
1998,Urbana,Stone,EX15S1,188,19.2,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Terra,1087,211,15.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Terra,1088,193,15.3,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Terra,1097,195,16.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Terra,1106,211,17.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Terra,1128,186,17.7,98,23-Apr,28-Sep,NaN,,,
1998,Urbana,Terra,1136,210,16.1,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Trisler,T-4211W,187,20.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Trisler,T-5243BT,208,17.7,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Trisler,T-5246,202,16.7,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Trisler,T-5277,194,15.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Trisler,T-5343,198,20.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Trisler,T-5344BT,187,20,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Twin States,TS 3229,177,15.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Twin States,TS 3314,182,15.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Twin States,TS 3340,199,15.3,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Twin States,TS 3346,178,16.1,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Twin States,TS 3347,205,15.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Twin States,TS 3357,221,17.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,UAP Seeds,DG 5352,200,15.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,UAP Seeds,DG 5456,190,17.2,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Unity,6287,202,17.2,99,23-Apr,28-Sep,NaN,,,
1998,Urbana,Whata Hybrid,5488,195,16.1,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Whisnand,88,191,16.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Whisnand,89,202,18.1,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Whisnand,180,220,17,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Whisnand,197,187,16.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Whisnand,198,192,20.4,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Whisnand,50AW,215,20.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Whisnand,51AW,199,21.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Wilken,952,201,15.8,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Wilken,1100,211,17.2,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Wilken,1151,192,18.5,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Wilken,EX328,192,15.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Wilken,EX344,202,18.1,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Wilken,EX345,191,16.6,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Wilken,EX346,200,17,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Yoder,383,181,14.9,100,23-Apr,28-Sep,NaN,,,
1998,Urbana,Yoder,510,195,16.4,99,23-Apr,28-Sep,NaN,,,
1999,Brownstown,Adler,5250,137,19.8,98,21-May,5-Oct,NaN,,,
1999,Brownstown,AG Venture,AV 864,143,20.5,97,21-May,5-Oct,NaN,,,
1999,Brownstown,Agrigold,A-6569 BT,127,19.7,100,21-May,5-Oct,NaN,,,
1999,Brownstown,Agrigold,A-6725,144,21.2,97,21-May,5-Oct,NaN,,,
1999,Brownstown,Agrigold,XA-3809,137,20.1,97,21-May,5-Oct,NaN,,,
1999,Brownstown,Agripro,AP-9689 BT,145,21.4,100,21-May,5-Oct,NaN,,,
1999,Brownstown,Agripro,AP-9696,141,21.1,97,21-May,5-Oct,NaN,,,
1999,Brownstown,Beck,6205,137,19.2,95,21-May,5-Oct,112,,,
1999,Brownstown,Beck,6580,141,19.4,99,21-May,5-Oct,114,,,
1999,Brownstown,Beck,8280,144,21.1,97,21-May,5-Oct,116,,,
1999,Brownstown,Bio Gene,BG407,135,19.9,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Bio Gene,BG408,143,21.2,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Bio Gene,BG417,132,21,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Bio Gene,BG422,136,21.2,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Brown,764,127,19.1,95,21-May,5-Oct,NaN,,,
1999,Brownstown,Brown,785,152,19.1,95,21-May,5-Oct,NaN,,,
1999,Brownstown,Brown,795,135,19.4,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Brown,798,134,21.4,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Brown,MID  EX 78,148,20.2,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Burrus,442,145,19.4,96,21-May,5-Oct,108,,,
1999,Brownstown,Burrus,789,140,20.5,99,21-May,5-Oct,115,,,
1999,Brownstown,Burrus,678 BT,140,19.3,100,21-May,5-Oct,113,,,
1999,Brownstown,Burrus,774 BT,141,21.2,100,21-May,5-Oct,115,,,
1999,Brownstown,Burrus,BX 86,142,21.2,99,21-May,5-Oct,116,,,
1999,Brownstown,Callahan,C7630BT,140,18.6,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Callahan,C7644IMI,137,19.8,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Callahan,C7655,137,18.8,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Callahan,EX6510,137,21.9,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Cargill,6888,135,19.1,94,21-May,5-Oct,NaN,,,
1999,Brownstown,Cargill,8412,142,21.4,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Cargill,6431 IMI,133,16,96,21-May,5-Oct,NaN,,,
1999,Brownstown,Cargill,7821 BT,146,20.4,100,21-May,5-Oct,NaN,,,
1999,Brownstown,Crow,493,140,18.6,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Crow,664,136,21.5,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Crow,496 BT,142,19.3,100,21-May,5-Oct,NaN,,,
1999,Brownstown,Crow,687 BT,139,21.8,100,21-May,5-Oct,NaN,,,
1999,Brownstown,DeKalb,611,141,19,99,21-May,5-Oct,111,,,
1999,Brownstown,DeKalb,650,119,19.3,99,21-May,5-Oct,115,,,
1999,Brownstown,DeKalb,618BTY,148,18.6,100,21-May,5-Oct,111,,,
1999,Brownstown,DeKalb,621BTY,141,18.2,99,21-May,5-Oct,112,,,
1999,Brownstown,DeKalb,626BTY,143,18.4,99,21-May,5-Oct,112,,,
1999,Brownstown,DeKalb,647BTY,137,19.3,100,21-May,5-Oct,114,,,
1999,Brownstown,DeKalb,679BTY,148,20.6,100,21-May,5-Oct,117,,,
1999,Brownstown,Freedom,5680,140,22.1,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Garst,8464,134,19.3,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Garst,8342 GLS/BT/IT,139,20.5,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Garst,8366 BT/LL,123,19.9,100,21-May,5-Oct,NaN,,,
1999,Brownstown,Garst,N 6273,136,20.8,97,21-May,5-Oct,NaN,,,
1999,Brownstown,Garst,N 7348,146,18,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Gateway,2158,135,21,97,21-May,5-Oct,NaN,,,
1999,Brownstown,Gateway,2167,135,21.7,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Golden Harvest,2552,129,15.6,94,21-May,5-Oct,NaN,,,
1999,Brownstown,Golden Harvest,9345,144,19.9,97,21-May,5-Oct,NaN,,,
1999,Brownstown,Golden Harvest,9376,140,19.1,93,21-May,5-Oct,NaN,,,
1999,Brownstown,Golden Harvest,9405,143,19,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Golden Harvest,9285 BT,132,16,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Golden Harvest,EX457,142,19.4,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Great Lakes,6584,139,20.2,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Great Lakes,6631,136,20.3,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Growmark,6890,128,17.6,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Growmark,7338,135,20.2,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Growmark,7879,137,21.6,97,21-May,5-Oct,NaN,,,
1999,Brownstown,Hoblit,520,142,19.5,94,21-May,5-Oct,NaN,,,
1999,Brownstown,Hoblit,570,133,19.3,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Horizon,7436,118,20.2,95,21-May,5-Oct,114,,,
1999,Brownstown,Kruger,2017,144,21.2,97,21-May,5-Oct,113,,,
1999,Brownstown,Kruger,9618,126,21.4,96,21-May,5-Oct,114,,,
1999,Brownstown,Kruger,9620,137,21.3,96,21-May,5-Oct,116,,,
1999,Brownstown,Kruger,9817,143,19.3,99,21-May,5-Oct,113,,,
1999,Brownstown,Kruger,9915,145,20.6,97,21-May,5-Oct,111,,,
1999,Brownstown,Kruger,2014BT,150,19.2,99,21-May,5-Oct,110,,,
1999,Brownstown,Kruger,9614A,139,18.9,95,21-May,5-Oct,110,,,
1999,Brownstown,Kruger,9614ABT,135,18.5,99,21-May,5-Oct,110,,,
1999,Brownstown,Kruger,9814BT,136,19.5,98,21-May,5-Oct,110,,,
1999,Brownstown,Kruger,9816BT,143,21.2,99,21-May,5-Oct,112,,,
1999,Brownstown,Kruger,9912RR,138,18.5,97,21-May,5-Oct,108,,,
1999,Brownstown,Kruger,9913RR/BT,140,18.7,100,21-May,5-Oct,109,,,
1999,Brownstown,Kruger,9914A,127,19.5,98,21-May,5-Oct,110,,,
1999,Brownstown,Lewis,5808,142,19.5,97,21-May,5-Oct,112,,,
1999,Brownstown,Lewis,8268,144,19.3,98,21-May,5-Oct,118,,,
1999,Brownstown,Lewis,5909 BT,138,21.1,100,21-May,5-Oct,112,,,
1999,Brownstown,LG Seeds,2587,140,19.5,96,21-May,5-Oct,NaN,,,
1999,Brownstown,LG Seeds,2726,131,20.8,99,21-May,5-Oct,NaN,,,
1999,Brownstown,LG Seeds,2599 BT,125,18.2,99,21-May,5-Oct,NaN,,,
1999,Brownstown,LG Seeds,2648 BT,140,21.9,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Merschman,M-6114,148,20.4,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Merschman,M-9113,139,19.2,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Miles,519,137,21.6,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Miles,617,125,20.8,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Pfister,2550,146,19.2,96,21-May,5-Oct,NaN,,,
1999,Brownstown,Pfister,3321,143,21.7,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Pfister,3977,140,21.1,96,21-May,5-Oct,NaN,,,
1999,Brownstown,Pioneer,32P76,148,20.9,100,21-May,5-Oct,117,,,
1999,Brownstown,Pioneer,33A14,151,19.1,100,21-May,5-Oct,113,,,
1999,Brownstown,Pioneer,33G27,149,19.5,100,21-May,5-Oct,113,,,
1999,Brownstown,Pioneer,33G28,147,19.3,99,21-May,5-Oct,113,,,
1999,Brownstown,Pioneer,33P67,147,19.9,100,21-May,5-Oct,114,,,
1999,Brownstown,Pocklington,4871,131,18.5,96,21-May,5-Oct,NaN,,,
1999,Brownstown,Pocklington,4981,126,18.7,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Pocklington,5071,131,19.2,96,21-May,5-Oct,NaN,,,
1999,Brownstown,Pocklington,5151,150,19.6,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Pocklington,5921,137,20,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Trisler,T-5282BT,133,19.9,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Trisler,T-5313,139,20.7,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Trisler,T-5343,140,21.3,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Trisler,T-5343BT,142,21.3,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Triumph,1141 BT,139,19.6,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Triumph,1514 BT,132,19.5,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Triumph,1866 BT,143,21.7,99,21-May,5-Oct,NaN,,,
1999,Brownstown,United Seed,US C1159 IT,134,20.7,99,21-May,5-Oct,NaN,,,
1999,Brownstown,United Seed,US E1150,136,20.2,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Whisnand,180,133,19.2,96,21-May,5-Oct,111,,,
1999,Brownstown,Whisnand,196,144,19.1,95,21-May,5-Oct,113,,,
1999,Brownstown,Whisnand,199,140,20.9,96,21-May,5-Oct,119,,,
1999,Brownstown,Zimmerman,37,137,22.1,99,21-May,5-Oct,NaN,,,
1999,Brownstown,Zimmerman,39,139,21.6,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Zimmerman,1851W,137,23.3,98,21-May,5-Oct,NaN,,,
1999,Brownstown,Zimmerman,62W,124,20.5,96,21-May,5-Oct,NaN,,,
1999,Brownstown,Zimmerman,75W,103,22.4,96,21-May,5-Oct,NaN,,,
1999,Brownstown,Zimmerman,N71T7,129,20.7,100,21-May,5-Oct,NaN,,,
1999,DeKalb,Agrigold,A-6390,191,19.6,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Agrigold,A-6459 BT,177,21.1,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Agrigold,A-6469 BT,184,22.2,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Agripro,AP-9355 BT,170,17.1,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Agripro,AP-9466,193,20.2,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Beck,5283BT,195,19.9,100,4-May,11-Oct,106,,,
1999,DeKalb,Burrus,214,183,18,100,4-May,11-Oct,104,,,
1999,DeKalb,Burrus,436,186,21.1,100,4-May,11-Oct,108,,,
1999,DeKalb,Burrus,333 BT,185,19.9,100,4-May,11-Oct,106,,,
1999,DeKalb,Burrus,BX 65,183,21.6,99,4-May,11-Oct,111,,,
1999,DeKalb,Callahan,C7761,188,21.8,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Callahan,C7761BT,191,22.6,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Callahan,C7946,185,19.9,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Callahan,C7953X,189,19.9,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Cargill,5212,189,19.1,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Cargill,4521 BT,180,16.6,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Cargill,6431 IMI,187,20.5,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Cargill,6521 BT,182,20.1,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Cornelius,C-507,193,19.2,99,4-May,11-Oct,106,,,
1999,DeKalb,Cornelius,C-548,192,20.7,100,4-May,11-Oct,108,,,
1999,DeKalb,Cornelius,C-590 YG,187,20.6,100,4-May,11-Oct,109,,,
1999,DeKalb,Cornelius,C-600 RR,189,20.6,100,4-May,11-Oct,110,,,
1999,DeKalb,Cornelius,C-638 YG,180,20.8,100,4-May,11-Oct,112,,,
1999,DeKalb,Cornelius,C-643,192,21.4,100,4-May,11-Oct,112,,,
1999,DeKalb,Cornelius,C-685,190,21.4,100,4-May,11-Oct,112,,,
1999,DeKalb,Cornelius,C-724,180,21.9,100,4-May,11-Oct,112,,,
1999,DeKalb,Crow,363,183,19.5,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Crow,395,179,19,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Crow,493,197,21.8,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Crow,209 BT,166,17.1,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Crow,496 BT,193,21.7,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Dairyland,ST-1406,180,19.5,99,4-May,11-Oct,105,,,
1999,DeKalb,Dairyland,ST-1409,187,19.4,99,4-May,11-Oct,109,,,
1999,DeKalb,Dairyland,ST-1410,190,20.6,100,4-May,11-Oct,111,,,
1999,DeKalb,Dairyland,ST-1412,185,21.6,100,4-May,11-Oct,111,,,
1999,DeKalb,Dairyland,ST-1504 BT,178,17.2,99,4-May,11-Oct,105,,,
1999,DeKalb,Dairyland,ST-1507,186,19.7,100,4-May,11-Oct,107,,,
1999,DeKalb,Dairyland,ST-1511,180,21.8,100,4-May,11-Oct,111,,,
1999,DeKalb,DeKalb,537,185,17.4,100,4-May,11-Oct,103,,,
1999,DeKalb,DeKalb,567,203,19.5,100,4-May,11-Oct,106,,,
1999,DeKalb,DeKalb,585,197,18.7,99,4-May,11-Oct,108,,,
1999,DeKalb,DeKalb,551BTY,180,17.8,100,4-May,11-Oct,105,,,
1999,DeKalb,DeKalb,589BTY,182,19.9,100,4-May,11-Oct,108,,,
1999,DeKalb,DeKalb,595BTY,183,19.7,99,4-May,11-Oct,109,,,
1999,DeKalb,Garst,8464,202,22.4,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Garst,8590,187,20,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Garst,8585 GLS/IT,194,21.3,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Garst,8608 BT,173,17.9,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Garst,N 8421 BT/LL,207,21.7,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Geertson,GS-1117,184,21.6,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Golden Harvest,2398,179,18.4,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Golden Harvest,8250,183,18.8,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Golden Harvest,8562,186,19.3,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Golden Harvest,7773 BT,162,17.9,98,4-May,11-Oct,NaN,,,
1999,DeKalb,Golden Harvest,8890 BT,186,21.2,98,4-May,11-Oct,NaN,,,
1999,DeKalb,Golden Harvest,9230 BT,181,22,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Golden Harvest,EX8625BT,158,20.2,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Great Lakes,5675,186,20,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Great Lakes,5816,192,20.6,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Great Lakes,5910,179,21.6,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Growmark,5308,189,20.3,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Growmark,5458,182,19.6,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Growmark,6576,189,20.7,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Henkel,H-1616,186,19.4,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Henkel,H-1730,193,20.8,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Henkel,H-1820,190,21.6,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Henkel,H-1830,184,21.9,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Hughes,3389,144,18.8,100,4-May,11-Oct,103,,,
1999,DeKalb,Hughes,4118,168,19.3,100,4-May,11-Oct,105,,,
1999,DeKalb,Hughes,4759,181,19.3,100,4-May,11-Oct,106,,,
1999,DeKalb,Hughes,4770,170,17,100,4-May,11-Oct,105,,,
1999,DeKalb,Hughes,5429,175,20.1,100,4-May,11-Oct,108,,,
1999,DeKalb,Hughes,5602,164,20.1,100,4-May,11-Oct,108,,,
1999,DeKalb,Hughes,5906,191,21.5,100,4-May,11-Oct,109,,,
1999,DeKalb,Kaltenberg,5808,169,19.2,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,6202,190,19.6,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,6411,189,18.6,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,6606,172,18.2,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,7004,150,20.6,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,7101,177,22,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,7106,191,20.5,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,5959BT,176,18.9,99,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,6006IMI,169,19.2,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kaltenberg,7001BT,193,21,100,4-May,11-Oct,NaN,,,
1999,DeKalb,Kruger,2008,175,18.6,99,4-May,11-Oct,104,,,
1999,DeKalb,Kruger,2012,186,21.2,100,4-May,11-Oct,108,,,
1999,DeKalb,Kruger,2014,196,21.3,100,4-May,11-Oct,110,,,
1999,DeKalb,Kruger,9410,185,20.6,100,4-May,11-Oct,106,,,
1999,DeKalb,Kruger,9513,186,20.6,99,4-May,11-Oct,109,,,
1999,DeKalb,Kruger,9808,174,20.2,100,4-May,11-Oct,104,,,
1999,DeKalb,Kruger,9910,192,20.1,100,4-May,11-Oct,106,,,
1999,DeKalb,Kruger,9912,190,22.4,99,4-May,11-Oct,108,,,
1999,DeKalb,Kruger,2010BT,141,20,100,4-May,11-Oct,106,,,
1999,DeKalb,Kruger,2014BT,198,22.3,100,4-May,11-Oct,110,,,
1999,DeKalb,Kruger,9410ABT,186,20.8,100,4-May,11-Oct,111,,,
1999,DeKalb,Kruger,9410BT,189,21.1,100,4-May,11-Oct,106,,,
1999,DeKalb,Kruger,9513BT/LL,171,21.1,100,4-May,11-Oct,109,,,
1999,DeKalb,Kruger,9513RR,193,20.4,100,4-May,11-Oct,109,,,
1999,DeKalb,Kruger,9614A,187,21.5,100,4-May,11-Oct,110,,,
1999,DeKalb,Kruger,9614ABT,188,21,100,4-May,11-Oct,110,,,
1999,DeKalb,Kruger,9814BT,195,21.9,100,4-May,11-Oct,110,,,
1999,DeKalb,Kruger,9907RR,157,18.9,100,4-May,11-Oct,103,,,
1999,DeKalb,Kruger,9908BT,181,19.6,98,4-May,11-Oct,104,,,
1999,DeKalb,Kruger,9909BT,174,20,100,4-May,11-Oct,105,,,
1999,DeKalb,Kruger,9910BT,191,20.1,100,4-May,11-Oct,106,,,
1999,DeKalb,Kruger,9911A,181,19.4,100,4-May,11-Oct,107,,,
1999,DeKalb,Kruger,9912+BT,180,21.7,100,4-May,11-Oct,108,,,
1999,DeKalb,Kruger,9912RR,197,22.7,100,4-May,11-Oct,108,,,
1999,DeKalb,Kruger,9913RR/BT,185,20.7,100,4-May,11-Oct,109,,,
1999,DeKalb,Kruger,9914A,196,21.6,100,4-May,11-Oct,110,,,
1999,DeKalb,Kruger,EX115,182,22,100,4-May,11-Oct,111,,,
1999,DeKalb,Kruger,EX911BT,185,20.3,100,4-May,11-Oct,107,,,
1999,DeKalb,Kruger,EX913,183,21.8,99,4-May,11-Oct,109,,,
1999,DeKalb,Kruger,EX913BT,186,21.4,98,4-May,11-Oct,109,,,
